timestamp,simple-path,time
"2022-05-13 12:07:53.948","/master/welcome",1110
"2022-05-13 12:07:54.921","/master/welcome",693
"2022-05-13 12:07:58.763","/master/sign-in",3777
"2022-05-13 12:08:01.251","/master/welcome",810
"2022-05-13 12:08:04.168","/any/chirp/create",2194
"2022-05-13 12:08:08.092","/master/welcome",1126
"2022-05-13 12:08:09.973","/any/chirp/list",1214
"2022-05-13 12:08:12.016","/master/welcome",762
"2022-05-13 12:08:13.194","/master/welcome",1108
"2022-05-13 12:08:16.06","/master/welcome",699
"2022-05-13 12:08:16.677","/master/welcome",571
"2022-05-13 12:08:17.845","/master/sign-in",1102
"2022-05-13 12:08:19.237","/master/welcome",580
"2022-05-13 12:08:20.494","/any/chirp/create",1101
"2022-05-13 12:08:23.209","/master/welcome",583
"2022-05-13 12:08:24.441","/any/chirp/list",1091
"2022-05-13 12:08:25.428","/master/welcome",619
"2022-05-13 12:08:25.945","/master/welcome",485
"2022-05-13 12:08:27.101","/master/sign-in",1093
"2022-05-13 12:08:29.218","/master/welcome",605
"2022-05-13 12:08:30.494","/any/chirp/create",1091
"2022-05-13 12:08:32.52","/any/chirp/create",1140
"2022-05-13 12:08:33.199","/master/welcome",639
"2022-05-13 12:08:33.82","/master/welcome",559
"2022-05-13 12:08:36.335","/master/welcome",398
"2022-05-13 12:08:36.736","/master/welcome",376
"2022-05-13 12:08:37.363","/master/sign-in",562
"2022-05-13 12:08:38.716","/master/welcome",606
"2022-05-13 12:08:39.518","/any/chirp/create",591
"2022-05-13 12:08:41.23","/any/chirp/create",606
"2022-05-13 12:08:41.876","/master/welcome",599
"2022-05-13 12:08:42.497","/master/welcome",555
"2022-05-13 12:08:45.23","/master/welcome",623
"2022-05-13 12:08:45.643","/master/welcome",394
"2022-05-13 12:08:46.269","/master/sign-in",563
"2022-05-13 12:08:47.709","/master/welcome",595
"2022-05-13 12:08:48.549","/any/chirp/create",576
"2022-05-13 12:08:50.996","/any/chirp/create",1124
"2022-05-13 12:08:51.671","/master/welcome",617
"2022-05-13 12:08:52.296","/master/welcome",563
"2022-05-13 12:08:54.886","/master/welcome",498
"2022-05-13 12:08:55.257","/master/welcome",340
"2022-05-13 12:08:55.887","/master/sign-in",568
"2022-05-13 12:08:57.382","/master/welcome",592
"2022-05-13 12:08:58.19","/any/chirp/create",569
"2022-05-13 12:09:00.399","/any/chirp/create",578
"2022-05-13 12:09:00.773","/master/welcome",326
"2022-05-13 12:09:01.439","/master/welcome",596
"2022-05-13 12:09:03.905","/master/welcome",347
"2022-05-13 12:09:04.301","/master/welcome",360
"2022-05-13 12:09:05.51","/master/sign-in",1120
"2022-05-13 12:09:07.816","/master/welcome",579
"2022-05-13 12:09:09.269","/any/chirp/create",692
"2022-05-13 12:09:12.854","/any/chirp/create",1316
"2022-05-13 12:09:13.83","/master/welcome",911
"2022-05-13 12:09:15.004","/master/welcome",574
