timestamp,simple-path,time
"2022-05-18 01:44:54.544","/master/welcome",2838
"2022-05-18 01:44:54.859","/master/welcome",271
"2022-05-18 01:44:56.673","/master/sign-in",1182
"2022-05-18 01:44:57.987","/master/welcome",601
"2022-05-18 01:44:59.318","/inventor/item/list",608
"2022-05-18 01:45:00.871","/inventor/item/show",1257
"2022-05-18 01:45:02.813","/inventor/item/list",660
"2022-05-18 01:45:03.611","/inventor/item/list",658
"2022-05-18 01:45:05.658","/inventor/item/show",657
"2022-05-18 01:45:06.452","/master/welcome",235
"2022-05-18 01:45:07.184","/master/welcome",660
"2022-05-18 01:45:09.524","/master/welcome",244
"2022-05-18 01:45:09.817","/master/welcome",245
"2022-05-18 01:45:10.092","/master/welcome",240
"2022-05-18 01:45:10.825","/master/sign-in",658
"2022-05-18 01:45:12.295","/master/welcome",706
"2022-05-18 01:45:13.221","/inventor/item/list",722
"2022-05-18 01:45:14.308","/inventor/item/show",726
"2022-05-18 01:45:16.394","/inventor/item/update",728
"2022-05-18 01:45:16.7","/master/welcome",241
"2022-05-18 01:45:17.498","/master/welcome",725
"2022-05-18 01:45:19.85","/master/welcome",246
"2022-05-18 01:45:20.175","/master/welcome",277
"2022-05-18 01:45:20.976","/master/sign-in",722
"2022-05-18 01:45:22.545","/master/welcome",724
"2022-05-18 01:45:23.475","/inventor/item/list",728
"2022-05-18 01:45:24.562","/inventor/item/show",728
"2022-05-18 01:45:26.523","/inventor/item/update",653
"2022-05-18 01:45:26.815","/master/welcome",240
"2022-05-18 01:45:27.535","/master/welcome",650
"2022-05-18 01:45:29.872","/master/welcome",236
"2022-05-18 01:45:30.127","/master/welcome",226
"2022-05-18 01:45:30.849","/master/sign-in",652
"2022-05-18 01:45:32.297","/master/welcome",655
"2022-05-18 01:45:33.131","/inventor/item/list",654
"2022-05-18 01:45:34.107","/inventor/item/show",653
"2022-05-18 01:45:36.103","/inventor/item/update",654
"2022-05-18 01:45:36.398","/master/welcome",232
"2022-05-18 01:45:37.078","/master/welcome",596
"2022-05-18 01:45:39.385","/master/welcome",214
"2022-05-18 01:45:39.636","/master/welcome",213
"2022-05-18 01:45:40.284","/master/sign-in",588
"2022-05-18 01:45:41.553","/master/welcome",587
"2022-05-18 01:45:42.306","/inventor/item/list",588
"2022-05-18 01:45:43.182","/inventor/item/show",587
"2022-05-18 01:45:45.043","/inventor/item/update",591
"2022-05-18 01:45:45.319","/master/welcome",210
"2022-05-18 01:45:45.972","/master/welcome",587
"2022-05-18 01:45:48.244","/master/welcome",190
"2022-05-18 01:45:48.458","/master/welcome",192
"2022-05-18 01:45:49.048","/master/sign-in",529
"2022-05-18 01:45:50.191","/master/welcome",532
"2022-05-18 01:45:50.866","/inventor/item/list",530
"2022-05-18 01:45:51.657","/inventor/item/show",526
"2022-05-18 01:45:53.253","/inventor/item/update",526
"2022-05-18 01:45:53.471","/master/welcome",177
