timestamp,simple-path,time
"2022-05-13 11:00:23.249","/master/welcome",1260
"2022-05-13 11:00:23.82","/master/welcome",503
"2022-05-13 11:00:26.597","/master/sign-in",2696
"2022-05-13 11:00:28.105","/master/welcome",606
"2022-05-13 11:00:29.517","/any/announcement/list",1164
"2022-05-13 11:00:30.554","/master/welcome",414
"2022-05-13 11:00:30.992","/master/welcome",409
"2022-05-13 11:00:31.641","/master/sign-in",571
"2022-05-13 11:00:33.81","/master/welcome",1134
"2022-05-13 11:00:35.166","/any/announcement/list",1116
"2022-05-13 11:00:35.994","/master/welcome",470
"2022-05-13 11:00:36.418","/master/welcome",385
"2022-05-13 11:00:37.052","/master/sign-in",564
"2022-05-13 11:00:38.472","/master/welcome",610
"2022-05-13 11:00:39.355","/any/announcement/list",663
"2022-05-13 11:00:40.152","/master/welcome",425
"2022-05-13 11:00:40.759","/master/welcome",554
"2022-05-13 11:00:41.436","/master/sign-in",603
"2022-05-13 11:00:43.044","/master/welcome",597
"2022-05-13 11:00:44.61","/any/announcement/list",781
"2022-05-13 11:00:45.884","/master/welcome",758
"2022-05-13 11:00:46.58","/master/welcome",650
"2022-05-13 11:00:47.745","/master/sign-in",569
"2022-05-13 11:00:49.914","/master/welcome",665
"2022-05-13 11:00:50.716","/any/announcement/list",615
"2022-05-13 11:00:51.584","/master/welcome",525
"2022-05-13 11:00:51.997","/master/welcome",385
"2022-05-13 11:00:52.645","/master/sign-in",582
"2022-05-13 11:00:54.55","/master/welcome",600
"2022-05-13 11:00:55.895","/any/announcement/list",584
