timestamp,simple-path,time
"2022-05-18 01:36:54.296","/master/welcome",2102
"2022-05-18 01:36:54.5","/master/welcome",163
"2022-05-18 01:36:55.775","/master/sign-in",831
"2022-05-18 01:36:56.704","/master/welcome",426
"2022-05-18 01:36:57.658","/inventor/item/list",427
"2022-05-18 01:36:59.352","/inventor/item/show",827
"2022-05-18 01:36:59.859","/master/welcome",153
"2022-05-18 01:37:00.326","/master/welcome",422
"2022-05-18 01:37:02.566","/master/welcome",168
"2022-05-18 01:37:02.757","/master/welcome",173
"2022-05-18 01:37:03.275","/master/sign-in",467
"2022-05-18 01:37:04.283","/master/welcome",465
"2022-05-18 01:37:04.88","/inventor/item/list",468
"2022-05-18 01:37:06.312","/inventor/item/show",467
"2022-05-18 01:37:06.857","/master/welcome",161
"2022-05-18 01:37:07.373","/master/welcome",464
