timestamp,simple-path,time
"2022-04-24 10:11:57.03","/master/welcome",2771
"2022-04-24 10:11:57.304","/master/welcome",231
"2022-04-24 10:11:58.41","/master/sign-in",996
"2022-04-24 10:11:59.558","/master/welcome",534
"2022-04-24 10:12:00.858","/any/item/list",1096
"2022-04-24 10:12:01.406","/master/welcome",225
"2022-04-24 10:12:01.641","/master/welcome",207
"2022-04-24 10:12:02.315","/master/sign-in",564
"2022-04-24 10:12:03.535","/master/welcome",565
"2022-04-24 10:12:04.303","/any/item/list",564
