timestamp,simple-path,time
"2022-05-13 10:09:13.312","/master/welcome",4793
"2022-05-13 10:09:13.734","/master/welcome",370
"2022-05-13 10:09:15.956","/master/sign-in",2157
"2022-05-13 10:09:17.242","/master/welcome",570
"2022-05-13 10:09:18.51","/any/announcement/list",1110
"2022-05-13 10:09:19.254","/master/welcome",377
"2022-05-13 10:09:19.597","/master/welcome",313
"2022-05-13 10:09:20.207","/master/sign-in",549
"2022-05-13 10:09:21.494","/master/welcome",576
"2022-05-13 10:09:22.254","/any/announcement/list",578
"2022-05-13 10:09:22.899","/master/welcome",301
"2022-05-13 10:09:23.229","/master/welcome",295
"2022-05-13 10:09:23.876","/master/sign-in",571
"2022-05-13 10:09:25.185","/master/welcome",578
"2022-05-13 10:09:25.893","/any/announcement/list",551
"2022-05-13 10:09:26.483","/master/welcome",286
"2022-05-13 10:09:26.815","/master/welcome",305
"2022-05-13 10:09:27.436","/master/sign-in",572
"2022-05-13 10:09:28.684","/master/welcome",563
"2022-05-13 10:09:29.429","/any/announcement/list",570
"2022-05-13 10:09:30.052","/master/welcome",279
"2022-05-13 10:09:30.353","/master/welcome",267
"2022-05-13 10:09:30.984","/master/sign-in",568
"2022-05-13 10:09:32.294","/master/welcome",575
"2022-05-13 10:09:33.015","/any/announcement/list",569
"2022-05-13 10:09:33.635","/master/welcome",313
"2022-05-13 10:09:33.942","/master/welcome",279
"2022-05-13 10:09:34.569","/master/sign-in",565
"2022-05-13 10:09:35.846","/master/welcome",589
"2022-05-13 10:09:36.602","/any/announcement/list",586
